Ruolo,Calciatore,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,FantaVoto
D,Zappa,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Azzi,6.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.5
D,Wieteska,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
C,Deiola,6.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.5
C,Adopo,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Marin,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
C,Prati,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Pavoletti,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Lapadula,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Piccoli,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Luvumbo,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
P,Reina,6.5,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.5
D,Barba,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Goldaniga,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,4.5
D,Sala M.,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,4.5
D,Moreno Alb.,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Verdi,5.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.0
C,Baselli,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Strefezza,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Da Cunha,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Abildgaard,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,Braunoder,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Engelhardt,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,4.5
A,Cerri,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Belotti,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Cutrone,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Gabrielloni,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
P,Vasquez D.,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Pezzella Giu.,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Walukiewicz,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Ismajli,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Viti,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Cacace,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,Haas,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,Henderson L.,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
C,Gyasi,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Maleh,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Fazzini,6.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,6.0
A,Caputo,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Esposito Se.,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Colombo,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Ekong,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Solbakken,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
P,Terracciano,6.5,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Biraghi,6.5,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.5
D,Martinez Quarta,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Parisi,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Pongracic,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,3.5
D,Dodo',6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Kayode,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Comuzzo,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Mandragora,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Sottil,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,Amrabat,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Ikone',6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Bianco,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Colpani,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Kean,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Kouame',5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
P,Gollini,6.0,0.0,2.0,0.0,0.0,0,0.0,1.0,0.0,0.0,3.5
D,Sabelli,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Bani,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Martin,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Vasquez,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Zanoli,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,De Winter,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
D,Vogliacco,7.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0
C,Badelj,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0
C,Thorsby,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Malinovskyi,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
C,Messias,6.5,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,6.5
C,Frendrup,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
A,Vitinha O.,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Ekhator,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
P,Sommer,5.5,0.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Dimarco,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Acerbi,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
D,Bastoni,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Darmian,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Dumfries,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Carlos Augusto,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Bisseck,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
C,Barella,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,8.0
C,Calhanoglu,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Mkhitaryan,6.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.5
C,Frattesi,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.5
C,Asllani,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Martinez L.,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
A,Thuram,7.5,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.5
A,Taremi,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
P,Di Gregorio,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Bremer,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Cambiaso,7.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,9.5
D,Gatti,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Cabal,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Savona,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Locatelli,6.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,6.0
C,Fagioli,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Weah,7.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0
C,Douglas Luiz,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Thuram K.,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
A,Vlahovic,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
A,Yildiz,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,8.0
A,Mbangula,7.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,11.0
P,Provedel,6.5,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Romagnoli,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Marusic,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Lazzari,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Casale,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
C,Vecino,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Zaccagni,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,10.0
C,Guendouzi,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Castrovilli,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,Rovella,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Tchaouna,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Dele-Bashiru,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0
A,Pedro,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Castellanos,7.5,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,10.0
A,Isaksen,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Noslin,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
P,Falcone,6.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0
D,Gallo,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
D,Baschirotto,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
D,Gendrey,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
D,Dorgu,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Gaspar K.,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
C,Coulibaly L.,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Berisha M.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,Rafia,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Ramadani,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Pierret,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Tete Morente,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Marchwinski,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Banda,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Krstovic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
A,Pierotti,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
P,Maignan,7.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
D,Calabria,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
D,Hernandez T.,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Tomori,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Thiaw,4.5,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,3.5
C,Pulisic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Bennacer,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
C,Loftus-Cheek,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Chukwueze,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Saelemaekers,5.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.0
C,Musah,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.5
C,Reijnders,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Morata,6.5,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,9.0
A,Jovic,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,4.5
A,Leao,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
A,Okafor,7.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0
P,Pizzignacco,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Izzo,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Kyriakopoulos,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Mari',5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Caldirola,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Birindelli,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Gagliardini,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Pessina,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Maldini,5.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.0
C,Vignato S.,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Bondo,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Petagna,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
A,Caprari,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Mota,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
P,Meret,6.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0
D,Juan Jesus,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
D,Spinazzola,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Di Lorenzo,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
D,Rrahmani,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
D,Mazzocchi,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
D,Olivera,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Politano,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Zambo Anguissa,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Lobotka,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
A,Simeone,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
A,Raspadori,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,4.5
A,Kvaratskhelia,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Ngonge,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Cheddira,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
P,Suzuki,5.5,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
D,Balogh,6.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,6.0
D,Valeri,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Circati,6.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,6.0
D,Coulibaly W.,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Cyprien,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Estevez,5.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.0
C,Sohm,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
C,Man,7.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0
C,Camara D.,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Bernabe',5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Hainaut,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Mihaila,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Cancellieri,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Almqvist,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Bonny,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.5
P,Svilar,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Mancini,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,N'Dicka,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Celik,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Angelino,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Pellegrini Lo.,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Cristante,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,El Shaarawy,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,Zalewski,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Baldanzi,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Le Fee,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Dybala,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
A,Abraham,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Soule',6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Dovbyk,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
P,Milinkovic-Savic V.,6.5,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
D,Masina,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Lazaro,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,8.0
D,Bellanova,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0
D,Vojvoda,6.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,6.0
D,Sazonov,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
D,Coco,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Dembele' A.,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,-0.5
C,Linetty,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Tameze,6.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.5
C,Ilic,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
C,Ricci S.,6.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.5
A,Sanabria,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Zapata D.,7.5,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.5
A,Karamoh,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Adams C.,6.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.5
P,Okoye,7.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.5
D,Kamara H.,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Perez N.,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Bijol,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0
D,Ehizibue,6.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.5
D,Zemura,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
D,Giannetti L.,7.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,9.5
C,Lovric,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Payero,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Karlstrom,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Ekkelenkamp,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Thauvin,4.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0
A,Davis K.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Brenner,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,6.5
