Ruolo,Calciatore,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,FantaVoto
C,Ekkelenkamp,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Thauvin,8.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,12.0
A,Davis K.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Brenner,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Lucca,7.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0
P,Joronen,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0
D,Zampano,6.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.5
D,Candela,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Altare,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Svoboda,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
D,Idzes,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
D,Sverko,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Duncan,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Nicolussi Caviglia,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5
C,Ellertsson,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Oristanio,5.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.0
C,Andersen M.k.,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Doumbia I.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Pierini,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Raimondo,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
A,Gytkjaer,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
P,Montipo',6.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0
D,Magnani,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
D,Dawidowicz,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
D,Coppola D.,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
D,Tchatchoua,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5
D,Frese,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Lazovic,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Duda,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,4.5
C,Harroui,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Alidou,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
C,Belahyane,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
C,Suslov,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
C,Dani Silva,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A,Mosquera,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5
A,Rocha Livramento,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0
A,Tengstedt,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0
